Sheet,ID,Species,Location,latitude,longitude,biomass,size,source,Institution
EPA,,Laminaria digitata,Lighthouse,51.93121338,-10.31958713,,,,EPA
EPA,,Laminaria digitata,Loughaun Point,51.783497,-9.825465,,,,EPA
EPA,,Laminaria digitata,Lower Cove,51.68310534,-8.491692,,,,EPA
EPA,,Laminaria digitata,Lumsdins Bay,52.15467,-6.90373,,,,EPA
EPA,,Laminaria digitata,Martello Tower,53.36892488,-6.09446603,,,,EPA
EPA,,Laminaria digitata,Melmore Head,55.239063,-7.787184,,,,EPA
EPA,,Laminaria digitata,Myrtleville,51.78064,-8.29304,,,,EPA
EPA,,Laminaria digitata,Ormond Island,51.824744,-9.741656,,,,EPA
EPA,,Laminaria digitata,Pollykelly,54.26485,-8.72005,,,,EPA
EPA,,Laminaria digitata,Pulaheeny harbour,54.26642874,-9.06467539,,,,EPA
EPA,,Laminaria digitata,Raghly Point,54.32047,-8.63979,,,,EPA
EPA,,Laminaria digitata,Raghly Point,54.32047,-8.63979,,,,EPA
EPA,,Laminaria digitata,Rath Strand,51.754306,-10.101008,,,,EPA
EPA,,Laminaria digitata,Rinmore Point,55.25041297,-7.72716232,,,,EPA
EPA,,Laminaria digitata,Rinroe Point,54.30133,-9.84455,,,,EPA
EPA,,Laminaria digitata,Rinroe Point,54.30133,-9.84455,,,,EPA
EPA,,Laminaria digitata,Rinville,53.256131,-8.971276,,,,EPA
EPA,,Laminaria digitata,Roche's Point,51.79516,-8.25187,,,,EPA
EPA,,Laminaria digitata,Rossdohan,51.81136,-9.861848,,,,EPA
EPA,,Laminaria digitata,Rush Breakwater,53.524803,-6.07640444,,,,EPA
EPA,,Laminaria digitata,Sandy Cove,51.6752095,-8.52374707,,,,EPA
EPA,,Laminaria digitata,Sandycove,53.28745523,-6.1149822,,,,EPA
EPA,,Laminaria digitata,Silver Strand,53.249581,-9.129357,,,,EPA
EPA,,Laminaria digitata,Silver Strand,53.249581,-9.129357,,,,EPA
EPA,,Laminaria digitata,Skerries,53.5865171,-6.100861,,,,EPA
EPA,,Laminaria digitata,Skerries,53.5865171,-6.100861,,,,EPA
EPA,,Laminaria digitata,Sutton,53.37504281,-6.09937796,,,,EPA
EPA,,Laminaria digitata,Tawin Island at Marine Institute,53.24504,-8.973967,,,,EPA
EPA,,Laminaria digitata,Toormore Bay,51.511371,-9.65829,,,,EPA
EPA,,Laminaria digitata,Toormore Bay,51.511371,-9.65829,,,,EPA
EPA,,Laminaria digitata,Whiting Bay,51.95035,-7.76662,,,,EPA
EPA,,Laminaria digitata,Wicklow Harbour,52.98117,-6.03164,,,,EPA
EPA,,Laminaria digitata,Wicklow Harbour,52.98117,-6.03164,,,,EPA
EPA,,Laminaria digitata,Wicklow Silver Strand,52.95189,-6.01321,,,,EPA
Exploreyourshore,,Laminaria digitata,Garrus Beach Waterford,52.13498,-7.202022,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Garrarus Strand,52.135272,-7.203329,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Waterville Beach,51.826705,-10.173584,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Waterville Beach,51.826705,-10.173584,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Annestown Beach,52.139246,-7.271619,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Arkearagh,52.36001802,-9.83852299,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Donaghadee,54.64291218,-5.53059052,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Orlock Pt,54.67551443,-5.58137858,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Millisle,54.60141701,-5.52173941,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Ballylumford,54.85268982,-5.78355403,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Portmuck,54.84734902,-5.72774115,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Greencastle,55.21222587,-6.95154824,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Killiney Bay,53.26885124,-6.09853327,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,White bay strand,51.80517771,-8.25007957,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Ballyvooney Cove,52.12739063,-7.44275591,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Ballyvooney Cove,52.12739063,-7.44275591,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Cross Abbey, Belmullet",54.20263231,-10.08948437,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Ballyvester beach,54.61614067,-5.53140132,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Ballyvester beach,54.61614067,-5.53140132,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Donaghadee,54.64313547,-5.53108626,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Portmuck,54.84738509,-5.72961491,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Knockinelder,54.38307086,-5.48367022,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Gerahies,44950,90450,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Dromclogh,46850,95650,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Isknafeelna,54150,94650,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Eagle Point,52550,99150,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Roche's Point,51.79453298,-8.25224761,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Ballylumford,402150,341950,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Flaggy Shore, Clare",212550,125850,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Ballywalter beach,368350,362950,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Rine, Gleninagh, Clare",210150,120950,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Flaggy Shore, Clare",212450,125050,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Finavarra, Clare",211750,123950,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Larne,54.85236033,-5.79791665,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Slade Harbour,98450,274950,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Ballylumford,54.85688493,-5.78237861,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Ballylumford,54.8585122,-5.77953547,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Bray beach,53.19677565,-6.09207659,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Cushendall,427850,324350,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Isknafeelna,54150,94750,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Achill,54.02760736,-9.97815494,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Drumnagreagh,54.95028839,-5.90797842,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Drumfad,374750,360850,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Ballyvooney Cove,97450,238350,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Minard, Kerry",52.12645405,-10.10951278,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Kilkee,52.68356309,-9.66545566,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Greencastle, Co Donegal",441250,266750,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Belderra Strand, Belmullet, Mayo",54.20936871,-10.06241512,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Claggan Island, Mayo",54.17670335,-9.96650768,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Gerahies,44950,90450,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Reen Point, Killoveenoge",45550,91250,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Gortnakilla, Sheep's Head Peninsula",41350,82150,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Isknafeelna,54150,94750,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Eagle Point, Ballylickey",52550,99250,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Eagle Point, Ballylickey",52550,99250,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Ballylumford,402150,342050,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Cappaghglass,51.52872807,-9.45186317,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Carrickadda, Clare",212350,124950,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,churchtown,97450,273250,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Doohoma, Gweesalia, Mayo",54.07292477,-9.96484833,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Doohoma, Gweesalia, Mayo",54.07143593,-9.96398385,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Duneen Beach, Clonakilty",36650,139650,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Dunmoran Strand, Aughris, Sligo",54.26265729,-8.72641554,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Enniscrone Pier,54.21964191,-9.09659137,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Finavarra Point, Clare",211750,124050,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Flaggy Shore, Clare",212550,127150,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Glenarm,54.96970823,-5.95368947,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Kells,88050,55650,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Lahinch, Clare",186550,108950,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Mulranny, Mayo",53.89877297,-9.78176656,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Newtownlynch, Doorus, Galway",213850,132950,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Old Head, Louisburgh",53.77919764,-9.76893648,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Portmarnock Strand,53.44051506,-6.12249962,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Portmuck,54.84755725,-5.72882048,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Portnoo,54.84181368,-8.46486808,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Rine, Gleninagh, Clare",210150,120750,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,rosbeg,54.8205407,-8.5244119,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Tawin,219150,132050,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Templetown Beach,53.98106956,-6.14505782,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Trafrask West,48650,83650,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,"Newtownlynch, Doorus, Galway",213850,132950,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,Portmarnock Strand,53.44051506,-6.12249962,,,NBDC,NBDC
Exploreyourshore,,Laminaria digitata,tramore cove,100850,257850,,,NBDC,NBDC
EMODNETExYrShre,,Laminaria digitata,Cork,51.6464704,-9.58412426,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Cork,51.65201618,-9.57275783,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Cork,51.71638097,-9.46067572,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Cork,51.61245139,-9.70276868,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Cork,51.72994755,-9.52480027,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Cork,51.6464704,-9.58412426,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Cork,51.66452977,-9.50959519,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Cork,51.80517771,-8.25007957,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Cork,51.71639894,-9.4592293,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Cork,51.71639894,-9.4592293,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Cork,51.72992877,-9.52624708,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Cork,51.72994755,-9.52480027,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Cork,51.79453298,-8.25224761,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Kerry,51.826705,-10.173584,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Kerry,51.826705,-10.173584,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Kerry,52.12645405,-10.10951278,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Waterford,52.12739063,-7.44275591,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Waterford,52.13498,-7.202022,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Waterford,52.139246,-7.271619,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Waterford,52.12739063,-7.44275591,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Waterford,52.1274957,-7.4424438,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Kerry,52.36001802,-9.83852299,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Waterford,52.135272,-7.203329,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Wexford,52.13289567,-6.90691146,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Clare,52.68356309,-9.66545566,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Clare,53.15065008,-9.13817871,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Clare,53.15709449,-9.1219047,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Wicklow,53.19677565,-6.09207659,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Clare,53.13583991,-9.18261374,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Clare,53.15810484,-9.1099712,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Dublin,53.26885124,-6.09853327,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Mayo,54.17670335,-9.96650768,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Mayo,54.20263231,-10.08948437,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Mayo,54.02760736,-9.97815494,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Down,54.53683607,-5.48393295,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Down,54.59494441,-5.5128476,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Mayo,54.20936871,-10.06241512,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Down,54.60141701,-5.52173941,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Down,54.64291218,-5.53059052,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Down,54.38307086,-5.48367022,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Down,54.67551443,-5.58137858,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Down,54.61614067,-5.53140132,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Down,54.61614067,-5.53140132,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Down,54.64313547,-5.53108626,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Antrim,54.84734902,-5.72774115,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Antrim,54.85688493,-5.78237861,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Antrim,54.95028839,-5.90797842,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Donegal,55.21222587,-6.95154824,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Donegal,55.21335386,-6.95292012,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Antrim,54.84654839,-5.7916761,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Antrim,54.84738509,-5.72961491,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Antrim,54.85236033,-5.79791665,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Antrim,54.85268982,-5.78355403,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Antrim,54.8585122,-5.77953547,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
EMODNETExYrShre,,Laminaria digitata,Antrim,55.08194084,-6.05435864,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8046,NBDC
Seasearch,,Laminaria digitata,,51.52601979,-9.70987551,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,51.6383371,-8.54199892,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,51.69525342,-8.49747382,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,51.46118152,-9.34549888,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,51.7430463,-8.31055578,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,51.61100246,-8.52999568,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,51.74300432,-8.31033233,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,51.62743528,-8.52695297,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.15034693,-9.16533306,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,52.74386336,-9.60879829,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,52.68253155,-9.6596041,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.28850383,-6.11511724,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.2885508,-6.11141385,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.2886358,-6.11155714,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.28880073,-6.11511579,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.15098367,-6.0648887,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,52.12329781,-6.93012948,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,52.12329781,-6.93012948,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,52.12275007,-6.92816834,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,52.12275007,-6.92816834,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,52.12275007,-6.92816834,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.61651809,-9.87142647,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.47453146,-10.01743468,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.61663276,-9.87228181,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.24893022,-9.62921913,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.24924734,-9.63031273,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.6229157,-9.83855177,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.31803236,-9.89070434,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.62499582,-10.17333554,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.62499582,-10.17333554,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.23231491,-9.73319994,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.2382387,-9.62927459,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.35685024,-9.70200156,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.22852998,-9.76242016,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.31328248,-9.66321134,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.1654988,-9.07400301,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.1654988,-9.07400301,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.15641489,-9.07406097,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.15641489,-9.07406097,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.15641489,-9.07406097,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,51.84599954,-9.75082722,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.25599706,-7.78749283,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.28866331,-6.11466722,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,51.52714719,-9.70908014,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,51.52714719,-9.70908014,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,51.57416356,-9.69583726,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,51.75533747,-10.07449534,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,51.75778376,-10.1350706,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,51.75766244,-10.13732871,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,51.73086835,-10.26022818,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,52.06166697,-10.60333507,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.96510063,-10.19057808,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,54.45990046,-8.44111167,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.25724679,-10.00612515,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.62500291,-9.85583392,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,54.28891871,-9.98831215,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,54.56825417,-8.46008265,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,54.58560658,-8.42922938,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.20833207,-7.69831193,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,53.24988943,-9.62889878,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,54.37,-5.56,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,54.4,-5.58,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,54.4,-5.61,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,54.84,-5.72,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,54.45,-5.63,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,54.45,-5.63,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.12,-6.03,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.22,-6.62,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,54.38,-5.57,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,54.3,-5.51,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.28,-6.25,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.25,-6.33,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.23,-6.32,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.06,-6.04,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.22,-6.63,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.22,-6.63,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,54.66,-5.68,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.23,-6.43,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.22,-6.63,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.2,-6.65,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,54.25,-5.6,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.22,-6.63,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,54.49,-5.64,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,54.49,-5.64,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.2,-6.65,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.2,-6.65,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.21,-6.57,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.24,-6.35,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,54.39,-5.56,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.28,-6.2,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,54.39,-5.57,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.21,-6.65,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.21,-6.66,,,Searsearch,Searsearch
Seasearch,,Laminaria digitata,,55.31,-6.25,,,Searsearch,Searsearch
