"species","lng","lat"
"Laminaria digitata",-9.7421684,51.8251605
"Laminaria digitata",-9.7421684,51.8251605
"Laminaria digitata",-8.2397983,51.8575987
"Laminaria digitata",-8.2936464,51.8122985
"Laminaria digitata",-8.2274785,51.8393798
"Laminaria digitata",-8.2274785,51.8393798
"Laminaria digitata",-8.2930488,51.7806371
"Laminaria digitata",-8.1784994,51.7928271
"Laminaria digitata",-8.1784994,51.7928271
"Laminaria digitata",-8.2519438,51.795161
"Laminaria digitata",-8.2519438,51.795161
"Laminaria digitata",-10.282923,51.9082237
"Laminaria digitata",-10.3762058,51.8886334
"Laminaria digitata",-8.6635205,54.2722327
"Laminaria digitata",-8.6635205,54.2722327
"Laminaria digitata",-8.7213819,54.265059
"Laminaria digitata",-8.7213819,54.265059
"Laminaria digitata",-8.6411448,54.3206614
"Laminaria digitata",-8.6411448,54.3206614
"Laminaria digitata",-6.9899317,52.1546053
"Laminaria digitata",-10.314304,51.924704
"Laminaria digitata",-10.2896332,51.926981
"Laminaria digitata",-10.3200293,51.9316161
"Laminaria digitata",-6.9313917,52.1244225
"Laminaria digitata",-6.9313917,52.1244225
"Laminaria digitata",-6.9034663,52.1550524
"Laminaria digitata",-6.9034663,52.1550524
"Laminaria digitata",-6.9899317,52.1546053
"Laminaria digitata",-8.22783,51.83902
"Laminaria digitata",-6.1817338,53.61699552
"Laminaria digitata",-6.1817338,53.61699552
"Laminaria digitata",-8.23891,51.85706
"Laminaria digitata",-8.5483722,51.64556005
"Laminaria digitata",-9.92798,54.26553
"Laminaria digitata",-9.92798,54.26553
"Laminaria digitata",-6.089485,53.196393
"Laminaria digitata",-8.21203765,55.1467708
"Laminaria digitata",-9.20841094,54.27338708
"Laminaria digitata",-7.79369,51.94663
"Laminaria digitata",-9.800819,51.65511
"Laminaria digitata",-9.800819,51.65511
"Laminaria digitata",-10.325344,51.901437
"Laminaria digitata",-8.66263,54.27254
"Laminaria digitata",-8.66263,54.27254
"Laminaria digitata",-9.497758,51.521133
"Laminaria digitata",-9.497758,51.521133
"Laminaria digitata",-9.83695,51.768647
"Laminaria digitata",-10.282474,51.907819
"Laminaria digitata",-8.29295,51.81191
"Laminaria digitata",-8.32418904,55.08386772
"Laminaria digitata",-9.619775,51.497817
"Laminaria digitata",-9.619775,51.497817
"Laminaria digitata",-7.84947501,55.22633106
"Laminaria digitata",-9.922615,51.632564
"Laminaria digitata",-9.922615,51.632564
"Laminaria digitata",-6.98913,52.15413
"Laminaria digitata",-9.09835595,54.22383418
"Laminaria digitata",-9.968106,51.693949
"Laminaria digitata",-9.740788,51.460563
"Laminaria digitata",-9.740788,51.460563
"Laminaria digitata",-10.31386108,51.92429911
"Laminaria digitata",-9.87682,53.61727
"Laminaria digitata",-6.059102,53.146317
"Laminaria digitata",-6.059102,53.146317
"Laminaria digitata",-8.17849,51.79283
"Laminaria digitata",-6.93049,52.12469
"Laminaria digitata",-9.87784,54.24335
"Laminaria digitata",-9.404463,51.52691
"Laminaria digitata",-10.28918301,51.92657774
"Laminaria digitata",-10.28918301,51.92657774
"Laminaria digitata",-7.88591,51.89448
"Laminaria digitata",-10.31958713,51.93121338
"Laminaria digitata",-10.31958713,51.93121338
"Laminaria digitata",-9.825465,51.783497
"Laminaria digitata",-8.491692,51.68310534
"Laminaria digitata",-6.90373,52.15467
"Laminaria digitata",-6.09446603,53.36892488
"Laminaria digitata",-7.787184,55.239063
"Laminaria digitata",-8.29304,51.78064
"Laminaria digitata",-9.741656,51.824744
"Laminaria digitata",-8.72005,54.26485
"Laminaria digitata",-9.06467539,54.26642874
"Laminaria digitata",-8.63979,54.32047
"Laminaria digitata",-8.63979,54.32047
"Laminaria digitata",-10.101008,51.754306
"Laminaria digitata",-7.72716232,55.25041297
"Laminaria digitata",-9.84455,54.30133
"Laminaria digitata",-9.84455,54.30133
"Laminaria digitata",-8.971276,53.256131
"Laminaria digitata",-8.25187,51.79516
"Laminaria digitata",-9.861848,51.81136
"Laminaria digitata",-6.07640444,53.524803
"Laminaria digitata",-8.52374707,51.6752095
"Laminaria digitata",-6.1149822,53.28745523
"Laminaria digitata",-9.129357,53.249581
"Laminaria digitata",-9.129357,53.249581
"Laminaria digitata",-6.100861,53.5865171
"Laminaria digitata",-6.100861,53.5865171
"Laminaria digitata",-6.09937796,53.37504281
"Laminaria digitata",-8.973967,53.24504
"Laminaria digitata",-9.65829,51.511371
"Laminaria digitata",-9.65829,51.511371
"Laminaria digitata",-7.76662,51.95035
"Laminaria digitata",-6.03164,52.98117
"Laminaria digitata",-6.03164,52.98117
"Laminaria digitata",-6.01321,52.95189
"Laminaria digitata",-7.202022,52.13498
"Laminaria digitata",-7.203329,52.135272
"Laminaria digitata",-10.173584,51.826705
"Laminaria digitata",-10.173584,51.826705
"Laminaria digitata",-7.271619,52.139246
"Laminaria digitata",-9.83852299,52.36001802
"Laminaria digitata",-5.53059052,54.64291218
"Laminaria digitata",-5.58137858,54.67551443
"Laminaria digitata",-5.52173941,54.60141701
"Laminaria digitata",-5.78355403,54.85268982
"Laminaria digitata",-5.72774115,54.84734902
"Laminaria digitata",-6.95154824,55.21222587
"Laminaria digitata",-6.09853327,53.26885124
"Laminaria digitata",-8.25007957,51.80517771
"Laminaria digitata",-7.44275591,52.12739063
"Laminaria digitata",-7.44275591,52.12739063
"Laminaria digitata",-10.08948437,54.20263231
"Laminaria digitata",-5.53140132,54.61614067
"Laminaria digitata",-5.53140132,54.61614067
"Laminaria digitata",-5.53108626,54.64313547
"Laminaria digitata",-5.72961491,54.84738509
"Laminaria digitata",-5.48367022,54.38307086
"Laminaria digitata",90450,44950
"Laminaria digitata",95650,46850
"Laminaria digitata",94650,54150
"Laminaria digitata",99150,52550
"Laminaria digitata",-8.25224761,51.79453298
"Laminaria digitata",341950,402150
"Laminaria digitata",125850,212550
"Laminaria digitata",362950,368350
"Laminaria digitata",120950,210150
"Laminaria digitata",125050,212450
"Laminaria digitata",123950,211750
"Laminaria digitata",-5.79791665,54.85236033
"Laminaria digitata",274950,98450
"Laminaria digitata",-5.78237861,54.85688493
"Laminaria digitata",-5.77953547,54.8585122
"Laminaria digitata",-6.09207659,53.19677565
"Laminaria digitata",324350,427850
"Laminaria digitata",94750,54150
"Laminaria digitata",-9.97815494,54.02760736
"Laminaria digitata",-5.90797842,54.95028839
"Laminaria digitata",360850,374750
"Laminaria digitata",238350,97450
"Laminaria digitata",-10.10951278,52.12645405
"Laminaria digitata",-9.66545566,52.68356309
"Laminaria digitata",266750,441250
"Laminaria digitata",-10.06241512,54.20936871
"Laminaria digitata",-9.96650768,54.17670335
"Laminaria digitata",90450,44950
"Laminaria digitata",91250,45550
"Laminaria digitata",82150,41350
"Laminaria digitata",94750,54150
"Laminaria digitata",99250,52550
"Laminaria digitata",99250,52550
"Laminaria digitata",342050,402150
"Laminaria digitata",-9.45186317,51.52872807
"Laminaria digitata",124950,212350
"Laminaria digitata",273250,97450
"Laminaria digitata",-9.96484833,54.07292477
"Laminaria digitata",-9.96398385,54.07143593
"Laminaria digitata",139650,36650
"Laminaria digitata",-8.72641554,54.26265729
"Laminaria digitata",-9.09659137,54.21964191
"Laminaria digitata",124050,211750
"Laminaria digitata",127150,212550
"Laminaria digitata",-5.95368947,54.96970823
"Laminaria digitata",55650,88050
"Laminaria digitata",108950,186550
"Laminaria digitata",-9.78176656,53.89877297
"Laminaria digitata",132950,213850
"Laminaria digitata",-9.76893648,53.77919764
"Laminaria digitata",-6.12249962,53.44051506
"Laminaria digitata",-5.72882048,54.84755725
"Laminaria digitata",-8.46486808,54.84181368
"Laminaria digitata",120750,210150
"Laminaria digitata",-8.5244119,54.8205407
"Laminaria digitata",132050,219150
"Laminaria digitata",-6.14505782,53.98106956
"Laminaria digitata",83650,48650
"Laminaria digitata",132950,213850
"Laminaria digitata",-6.12249962,53.44051506
"Laminaria digitata",257850,100850
"Laminaria digitata",-9.58412426,51.6464704
"Laminaria digitata",-9.57275783,51.65201618
"Laminaria digitata",-9.46067572,51.71638097
"Laminaria digitata",-9.70276868,51.61245139
"Laminaria digitata",-9.52480027,51.72994755
"Laminaria digitata",-9.58412426,51.6464704
"Laminaria digitata",-9.50959519,51.66452977
"Laminaria digitata",-8.25007957,51.80517771
"Laminaria digitata",-9.4592293,51.71639894
"Laminaria digitata",-9.4592293,51.71639894
"Laminaria digitata",-9.52624708,51.72992877
"Laminaria digitata",-9.52480027,51.72994755
"Laminaria digitata",-8.25224761,51.79453298
"Laminaria digitata",-10.173584,51.826705
"Laminaria digitata",-10.173584,51.826705
"Laminaria digitata",-10.10951278,52.12645405
"Laminaria digitata",-7.44275591,52.12739063
"Laminaria digitata",-7.202022,52.13498
"Laminaria digitata",-7.271619,52.139246
"Laminaria digitata",-7.44275591,52.12739063
"Laminaria digitata",-7.4424438,52.1274957
"Laminaria digitata",-9.83852299,52.36001802
"Laminaria digitata",-7.203329,52.135272
"Laminaria digitata",-6.90691146,52.13289567
"Laminaria digitata",-9.66545566,52.68356309
"Laminaria digitata",-9.13817871,53.15065008
"Laminaria digitata",-9.1219047,53.15709449
"Laminaria digitata",-6.09207659,53.19677565
"Laminaria digitata",-9.18261374,53.13583991
"Laminaria digitata",-9.1099712,53.15810484
"Laminaria digitata",-6.09853327,53.26885124
"Laminaria digitata",-9.96650768,54.17670335
"Laminaria digitata",-10.08948437,54.20263231
"Laminaria digitata",-9.97815494,54.02760736
"Laminaria digitata",-5.48393295,54.53683607
"Laminaria digitata",-5.5128476,54.59494441
"Laminaria digitata",-10.06241512,54.20936871
"Laminaria digitata",-5.52173941,54.60141701
"Laminaria digitata",-5.53059052,54.64291218
"Laminaria digitata",-5.48367022,54.38307086
"Laminaria digitata",-5.58137858,54.67551443
"Laminaria digitata",-5.53140132,54.61614067
"Laminaria digitata",-5.53140132,54.61614067
"Laminaria digitata",-5.53108626,54.64313547
"Laminaria digitata",-5.72774115,54.84734902
"Laminaria digitata",-5.78237861,54.85688493
"Laminaria digitata",-5.90797842,54.95028839
"Laminaria digitata",-6.95154824,55.21222587
"Laminaria digitata",-6.95292012,55.21335386
"Laminaria digitata",-5.7916761,54.84654839
"Laminaria digitata",-5.72961491,54.84738509
"Laminaria digitata",-5.79791665,54.85236033
"Laminaria digitata",-5.78355403,54.85268982
"Laminaria digitata",-5.77953547,54.8585122
"Laminaria digitata",-6.05435864,55.08194084
"Laminaria digitata",-9.70987551,51.52601979
"Laminaria digitata",-8.54199892,51.6383371
"Laminaria digitata",-8.49747382,51.69525342
"Laminaria digitata",-9.34549888,51.46118152
"Laminaria digitata",-8.31055578,51.7430463
"Laminaria digitata",-8.52999568,51.61100246
"Laminaria digitata",-8.31033233,51.74300432
"Laminaria digitata",-8.52695297,51.62743528
"Laminaria digitata",-9.16533306,53.15034693
"Laminaria digitata",-9.60879829,52.74386336
"Laminaria digitata",-9.6596041,52.68253155
"Laminaria digitata",-6.11511724,53.28850383
"Laminaria digitata",-6.11141385,53.2885508
"Laminaria digitata",-6.11155714,53.2886358
"Laminaria digitata",-6.11511579,53.28880073
"Laminaria digitata",-6.0648887,53.15098367
"Laminaria digitata",-6.93012948,52.12329781
"Laminaria digitata",-6.93012948,52.12329781
"Laminaria digitata",-6.92816834,52.12275007
"Laminaria digitata",-6.92816834,52.12275007
"Laminaria digitata",-6.92816834,52.12275007
"Laminaria digitata",-9.87142647,53.61651809
"Laminaria digitata",-10.01743468,53.47453146
"Laminaria digitata",-9.87228181,53.61663276
"Laminaria digitata",-9.62921913,53.24893022
"Laminaria digitata",-9.63031273,53.24924734
"Laminaria digitata",-9.83855177,53.6229157
"Laminaria digitata",-9.89070434,53.31803236
"Laminaria digitata",-10.17333554,53.62499582
"Laminaria digitata",-10.17333554,53.62499582
"Laminaria digitata",-9.73319994,53.23231491
"Laminaria digitata",-9.62927459,53.2382387
"Laminaria digitata",-9.70200156,53.35685024
"Laminaria digitata",-9.76242016,53.22852998
"Laminaria digitata",-9.66321134,53.31328248
"Laminaria digitata",-9.07400301,53.1654988
"Laminaria digitata",-9.07400301,53.1654988
"Laminaria digitata",-9.07406097,53.15641489
"Laminaria digitata",-9.07406097,53.15641489
"Laminaria digitata",-9.07406097,53.15641489
"Laminaria digitata",-9.75082722,51.84599954
"Laminaria digitata",-7.78749283,55.25599706
"Laminaria digitata",-6.11466722,53.28866331
"Laminaria digitata",-9.70908014,51.52714719
"Laminaria digitata",-9.70908014,51.52714719
"Laminaria digitata",-9.69583726,51.57416356
"Laminaria digitata",-10.07449534,51.75533747
"Laminaria digitata",-10.1350706,51.75778376
"Laminaria digitata",-10.13732871,51.75766244
"Laminaria digitata",-10.26022818,51.73086835
"Laminaria digitata",-10.60333507,52.06166697
"Laminaria digitata",-10.19057808,53.96510063
"Laminaria digitata",-8.44111167,54.45990046
"Laminaria digitata",-10.00612515,53.25724679
"Laminaria digitata",-9.85583392,53.62500291
"Laminaria digitata",-9.98831215,54.28891871
"Laminaria digitata",-8.46008265,54.56825417
"Laminaria digitata",-8.42922938,54.58560658
"Laminaria digitata",-7.69831193,55.20833207
"Laminaria digitata",-9.62889878,53.24988943
"Laminaria digitata",-5.56,54.37
"Laminaria digitata",-5.58,54.4
"Laminaria digitata",-5.61,54.4
"Laminaria digitata",-5.72,54.84
"Laminaria digitata",-5.63,54.45
"Laminaria digitata",-5.63,54.45
"Laminaria digitata",-6.03,55.12
"Laminaria digitata",-6.62,55.22
"Laminaria digitata",-5.57,54.38
"Laminaria digitata",-5.51,54.3
"Laminaria digitata",-6.25,55.28
"Laminaria digitata",-6.33,55.25
"Laminaria digitata",-6.32,55.23
"Laminaria digitata",-6.04,55.06
"Laminaria digitata",-6.63,55.22
"Laminaria digitata",-6.63,55.22
"Laminaria digitata",-5.68,54.66
"Laminaria digitata",-6.43,55.23
"Laminaria digitata",-6.63,55.22
"Laminaria digitata",-6.65,55.2
"Laminaria digitata",-5.6,54.25
"Laminaria digitata",-6.63,55.22
"Laminaria digitata",-5.64,54.49
"Laminaria digitata",-5.64,54.49
"Laminaria digitata",-6.65,55.2
"Laminaria digitata",-6.65,55.2
"Laminaria digitata",-6.57,55.21
"Laminaria digitata",-6.35,55.24
"Laminaria digitata",-5.56,54.39
"Laminaria digitata",-6.2,55.28
"Laminaria digitata",-5.57,54.39
"Laminaria digitata",-6.65,55.21
"Laminaria digitata",-6.66,55.21
"Laminaria digitata",-6.25,55.31
"Laminaria digitata",-6.63,55.22
"Laminaria digitata",-6.66,55.21
"Laminaria digitata",-5.74,54.94
"Laminaria digitata",-6.67,55.2
"Laminaria digitata",-5.57,54.39
"Laminaria digitata",-5.68391565,54.66815291
"Laminaria digitata",-5.60926435,54.67731777
"Laminaria digitata",-5.60128787,54.26183503
"Laminaria digitata",-5.600973,54.25804946
"Laminaria digitata",-9.12666667,53.15716667
"Laminaria digitata",-9.11833333,53.13833333
"Laminaria digitata",-8.95166667,53.18
"Laminaria digitata",-9.9754388,53.3719591
"Laminaria digitata",-10.06673751,54.1430111
"Laminaria digitata",-10.06305734,54.14351171
"Laminaria digitata",-10.09855814,54.16301589
"Laminaria digitata",-10.03473367,54.16484861
"Laminaria digitata",-10.03473367,54.16484861
"Laminaria digitata",-10.03473367,54.16484861
"Laminaria digitata",-9.92722826,54.26536174
"Laminaria digitata",-10.058394,54.09834511
"Laminaria digitata",-10.13439351,54.1088427
"Laminaria digitata",-10.05939192,54.11084727
"Laminaria digitata",-10.05939192,54.11084727
"Laminaria digitata",-10.05939192,54.11084727
"Laminaria digitata",-10.07856477,54.20984975
"Laminaria digitata",-10.07856477,54.20984975
"Laminaria digitata",-10.07672916,54.21068597
"Laminaria digitata",-10.06523444,54.12551148
"Laminaria digitata",-10.06506704,54.12567606
"Laminaria digitata",-8.429229381,54.58560658
"Laminaria digitata",-7.698311929,55.20833207
"Laminaria digitata",-9.709875512,51.52601979
"Laminaria digitata",-9.628898776,53.24988943
"Laminaria digitata",-8.460082645,54.56825417
"Laminaria digitata",-7.787492833,55.25599706
"Laminaria digitata",-10.17333554,53.62499582
"Laminaria digitata",-10.17333554,53.62499582
"Laminaria digitata",-6.928168336,52.12275007
"Laminaria digitata",-10.26022818,51.73086835
"Laminaria digitata",-8.541998917,51.6383371
"Laminaria digitata",-6.928168336,52.12275007
"Laminaria digitata",-6.928168336,52.12275007
"Laminaria digitata",-10.60333507,52.06166697
"Laminaria digitata",-6.114667223,53.28866331
"Laminaria digitata",-9.629219128,53.24893022
"Laminaria digitata",-9.872281809,53.61663276
"Laminaria digitata",-9.762420164,53.22852998
"Laminaria digitata",-9.16533306,53.15034693
"Laminaria digitata",-9.663211338,53.31328248
"Laminaria digitata",-9.074060971,53.15641489
"Laminaria digitata",-9.074060971,53.15641489
"Laminaria digitata",-9.074060971,53.15641489
"Laminaria digitata",-10.19057808,53.96510063
"Laminaria digitata",-8.529995678,51.61100246
"Laminaria digitata",-8.310555781,51.7430463
"Laminaria digitata",-8.497473817,51.69525342
"Laminaria digitata",-8.526952973,51.62743528
"Laminaria digitata",-10.07449534,51.75533747
"Laminaria digitata",-9.630312726,53.24924734
"Laminaria digitata",-8.310332327,51.74300432
"Laminaria digitata",-9.695837256,51.57416356
"Laminaria digitata",-10.13732871,51.75766244
"Laminaria digitata",-9.890704339,53.31803236
"Laminaria digitata",-9.733199939,53.23231491
"Laminaria digitata",-10.00612515,53.25724679
"Laminaria digitata",-9.83855177,53.6229157
"Laminaria digitata",-9.074003013,53.1654988
"Laminaria digitata",-9.074003013,53.1654988
"Laminaria digitata",-6.930129476,52.12329781
"Laminaria digitata",-6.930129476,52.12329781
"Laminaria digitata",-9.855833915,53.62500291
"Laminaria digitata",-6.115117243,53.28850383
"Laminaria digitata",-6.111413855,53.2885508
"Laminaria digitata",-6.111557139,53.2886358
"Laminaria digitata",-9.629274591,53.2382387
"Laminaria digitata",-9.659604095,52.68253155
"Laminaria digitata",-9.608798288,52.74386336
"Laminaria digitata",-9.702001565,53.35685024
"Laminaria digitata",-9.345498879,51.46118152
"Laminaria digitata",-9.988312152,54.28891871
"Laminaria digitata",-6.115115793,53.28880073
"Laminaria digitata",-9.750827218,51.84599954
"Laminaria digitata",-9.709080137,51.52714719
"Laminaria digitata",-9.709080137,51.52714719
"Laminaria digitata",-8.441111672,54.45990046
"Laminaria digitata",-6.064888704,53.15098367
"Laminaria digitata",-9.871426465,53.61651809
"Laminaria digitata",-10.01743468,53.47453146
"Laminaria digitata",-10.1350706,51.75778376
"Laminaria digitata",-5.563317012,54.39001703
"Laminaria digitata",-5.571317057,54.39018371
"Laminaria digitata",-6.258240748,55.28938499
"Laminaria digitata",-6.030942054,55.12160565
"Laminaria digitata",-6.628328104,55.22479136
"Laminaria digitata",-5.519152322,54.30751736
"Laminaria digitata",-6.209807346,55.28516856
"Laminaria digitata",-6.329913069,55.23788128
"Laminaria digitata",-6.332668665,55.24049067
"Laminaria digitata",-5.683958819,54.66811563
"Laminaria digitata",-6.430334781,55.23828176
"Laminaria digitata",-6.635828524,55.22216707
"Laminaria digitata",-6.043709467,55.06161401
"Laminaria digitata",-5.570187607,54.38738185
"Laminaria digitata",-6.633483133,55.22254057
"Laminaria digitata",-6.653566778,55.21034428
"Laminaria digitata",-6.663317657,55.21071778
"Laminaria digitata",-5.641007622,54.49080414
"Laminaria digitata",-5.641007622,54.49080414
"Laminaria digitata",-6.658418707,55.20690212
"Laminaria digitata",-6.658237996,55.20670213
"Laminaria digitata",-6.577327319,55.21581664
"Laminaria digitata",-6.253406893,55.3118474
"Laminaria digitata",-5.602024816,54.25848564
"Laminaria digitata",-5.727096853,54.84869911
"Laminaria digitata",-5.741620652,54.94986871
"Laminaria digitata",-6.636169214,55.22049884
"Laminaria digitata",-6.659939343,55.21223254
"Laminaria digitata",-6.673088892,55.19973665
"Laminaria digitata",-6.354884228,55.2428196
"Laminaria digitata",-5.683915655,54.66815291
"Laminaria digitata",-6.635839166,55.22050242
"Laminaria digitata",-6.636503435,55.22066604
"Laminaria digitata",-6.653026438,55.20868268
"Laminaria digitata",-5.575070458,54.39143676
"Laminaria digitata",-5.561330464,54.37905578
"Laminaria digitata",-5.580305414,54.40323271
"Laminaria digitata",-5.619692701,54.40747082
"Laminaria digitata",-5.63199424,54.45067114
"Laminaria digitata",-5.63166805,54.45099571
"Laminaria digitata",-5.628210392,54.24131433
"Laminaria digitata",-5.683513373,54.66816515
"Laminaria digitata",-5.684903351,54.6687793
"Laminaria digitata",-5.61669517,54.67746461
"Laminaria digitata",-6.05145346,55.07976611
"Laminaria digitata",-5.575796512,54.39128035
"Laminaria digitata",-5.609264347,54.67731777
"Laminaria digitata",-5.601287867,54.26183503
"Laminaria digitata",-5.600972998,54.25804946
"Laminaria digitata",-5.683974297,54.66811516
"Laminaria digitata",-5.645070009,54.49548372
"Laminaria digitata",-6.65308176,55.20861759
"Laminaria digitata",-5.535490624,54.67285021
"Laminaria digitata",-6.02362818,52.92983506
"Laminaria digitata",-9.63138033,52.57471216
"Laminaria digitata",-9.69854102,52.48030039
"Laminaria digitata",-9.84070494,52.35953774
"Laminaria digitata",-9.68198322,52.50929625
"Laminaria digitata",-8.25187,51.79516
"Laminaria digitata",-8.17849,51.79283
"Laminaria digitata",-8.29304,51.78064
"Laminaria digitata",-8.29295,51.81191
"Laminaria digitata",-6.90373,52.15467
"Laminaria digitata",-6.93049,52.12469
"Laminaria digitata",-9.87682,53.61727
"Laminaria digitata",-6.98913,52.15413
"Laminaria digitata",-6.03164,52.98117
"Laminaria digitata",-6.059102,53.146317
"Laminaria digitata",-8.46382,54.84278
"Laminaria digitata",-8.97542,53.24488
"Laminaria digitata",-8.97127,53.25614
"Laminaria digitata",-9.12935,53.24959
"Laminaria digitata",-8.44804,54.9247
"Laminaria digitata",-8.38947,54.87705
"Laminaria digitata",-9.62803,53.24583
"Laminaria digitata",-9.70212,53.35618
"Laminaria digitata",-6.01321,52.95189
"Laminaria digitata",-9.7708,53.29388
"Laminaria digitata",-7.79369,51.94663
"Laminaria digitata",-7.88591,51.89448
"Laminaria digitata",-8.66263,54.27254
"Laminaria digitata",-8.663,54.27244
"Laminaria digitata",-7.76662,51.95035
"Laminaria digitata",-8.63979,54.32047
"Laminaria digitata",-8.64048,54.32056
"Laminaria digitata",-8.72005,54.26485
"Laminaria digitata",-8.72071,54.26509
"Laminaria digitata",-8.40262,54.89327
"Laminaria digitata",-10.28247,51.907819
"Laminaria digitata",-9.92798,54.26553
"Laminaria digitata",-10.101,51.754306
"Laminaria digitata",-9.84455,54.30133
"Laminaria digitata",-9.83695,51.768647
"Laminaria digitata",-9.741656,51.824744
"Laminaria digitata",-10.32534,51.901437
"Laminaria digitata",-9.968106,51.693949
"Laminaria digitata",-9.825465,51.783497
"Laminaria digitata",-9.87784,54.24335
"Laminaria digitata",-8.640477,54.320555
"Laminaria digitata",-9.63038,53.36266
"Laminaria digitata",-8.465871,54.84144
"Laminaria digitata",-6.089485,53.196393
"Laminaria digitata",-8.949215,53.168914
"Laminaria digitata",-8.951617,53.155367
"Laminaria digitata",-9.62803,53.24583
"Laminaria digitata",-8.966677,53.173118
"Laminaria digitata",-9.404463,51.52691
"Laminaria digitata",-8.973967,53.24504
"Laminaria digitata",-9.129357,53.249581
"Laminaria digitata",-9.65829,51.511371
"Laminaria digitata",-9.740788,51.460563
"Laminaria digitata",-9.800819,51.65511
"Laminaria digitata",-9.922615,51.632564
"Laminaria digitata",-9.7702,53.29388
"Laminaria digitata",-9.619775,51.497817
"Laminaria digitata",-7.501148,55.166673
"Laminaria digitata",-7.509351,55.264523
"Laminaria digitata",-8.971276,53.256131
"Laminaria digitata",-9.497758,51.521133
"Laminaria digitata",-7.615915,55.264523
"Laminaria digitata",-6.0711,53.1656
"Laminaria digitata",-6.106181,53.340458
"Laminaria digitata",-6.066,53.156
"Laminaria digitata",-6.0627,53.15033
"Laminaria digitata",-9.47737,52.81331
"Laminaria digitata",-9.47465,52.81386
"Laminaria digitata",-9.4745,52.8142
"Laminaria digitata",-9.47437,52.81526
"Laminaria digitata",-9.4741,52.8124
"Laminaria digitata",-7.83803,51.94246
"Laminaria digitata",-6.725572,55.177967
"Laminaria digitata",-9.567222,53.262778
"Laminaria digitata",-9.498606,52.767181
"Laminaria digitata",-9.559444,53.267778
"Laminaria digitata",-9.505833,52.95
"Laminaria digitata",-9.530833,52.813056
"Laminaria digitata",-6.148,53.34433
"Laminaria digitata",-6.02779167,55.12426667
"Laminaria digitata",-6.02755,55.12386667
"Laminaria digitata",-6.02705817,55.12341927
"Laminaria digitata",-6.02622483,55.1211776
"Laminaria digitata",-6.02570207,55.11960267
"Laminaria digitata",-6.02298985,55.13446477
"Laminaria digitata",-6.02390345,55.13377645
"Laminaria digitata",-6.02516775,55.1325292
"Laminaria hyperborea",-9.426573,51.47459
"Laminaria hyperborea",-9.466843,51.47824
"Laminaria hyperborea",-9.433036,51.46824
"Laminaria hyperborea",-9.439657,51.47962
"Laminaria hyperborea",-9.440166,51.46157
"Laminaria hyperborea",-9.439677,51.47709
"Laminaria hyperborea",-9.434653,51.46931
"Laminaria hyperborea",-9.45355,51.45963
"Laminaria hyperborea",-9.52248,51.47268
"Laminaria hyperborea",-9.411115,51.46206
"Laminaria hyperborea",-9.515221,51.47153
"Laminaria hyperborea",-9.442463,51.45268
"Laminaria hyperborea",-9.491922,51.42816
"Laminaria hyperborea",-9.453061,51.45489
"Laminaria hyperborea",-9.408236,51.49486
"Laminaria hyperborea",-9.419682,51.45269
"Laminaria hyperborea",-9.459694,51.47599
"Laminaria hyperborea",-9.479659,51.43598
"Laminaria hyperborea",-9.424384,51.48239
"Laminaria hyperborea",-9.468605,51.50038
"Laminaria hyperborea",-9.497443,51.49844
"Laminaria hyperborea",-9.444098,51.4715
"Laminaria hyperborea",-7.78716539,55.25602135
"Laminaria hyperborea",-10.19766422,54.11769895
"Laminaria hyperborea",-9.90410792,51.64269736
"Laminaria hyperborea",-8.67990648,54.43116172
"Laminaria hyperborea",-9.84247108,54.33531629
"Laminaria hyperborea",-6.62061804,52.15717503
"Laminaria hyperborea",-6.62010072,52.10986667
"Laminaria hyperborea",-7.64341992,55.27699511
"Laminaria hyperborea",-7.78976104,55.25652797
"Laminaria hyperborea",-7.97732975,51.85638706
"Laminaria hyperborea",-7.80156527,55.29953408
"Laminaria hyperborea",-9.91192448,51.63522886
"Laminaria hyperborea",-9.48944311,51.45778009
"Laminaria hyperborea",-6.02823341,52.98944529
"Laminaria hyperborea",-10.00017991,53.25745002
"Laminaria hyperborea",-6.5928943,52.12523824
"Laminaria hyperborea",-9.8272391,51.55425483
"Laminaria hyperborea",-10.03777974,51.5888648
"Laminaria hyperborea",-7.77160307,55.18798854
"Laminaria hyperborea",-9.76289036,53.12407122
"Laminaria hyperborea",-9.39974098,51.4914352
"Laminaria hyperborea",-6.5977612,52.13557559
"Laminaria hyperborea",-9.92491802,54.27580799
"Laminaria hyperborea",-7.80247924,55.29931049
"Laminaria hyperborea",-7.97732975,51.85638706
"Laminaria hyperborea",-8.28254255,54.52557986
"Laminaria hyperborea",-6.34371838,52.18139214
"Laminaria hyperborea",-7.97732975,51.85638706
"Laminaria hyperborea",-6.21463225,52.58372465
"Laminaria hyperborea",-9.49850634,51.44539547
"Laminaria hyperborea",-7.7989117,55.21882491
"Laminaria hyperborea",-10.19604402,54.12267903
"Laminaria hyperborea",-9.88921354,54.25436404
"Laminaria hyperborea",-6.62938908,52.12191866
"Laminaria hyperborea",-7.97732975,51.85638706
"Laminaria hyperborea",-8.4648555,54.47424332
"Laminaria hyperborea",-6.20826031,52.2022339
"Laminaria hyperborea",-9.63310082,53.09529225
"Laminaria hyperborea",-10.01935341,51.59427895
"Laminaria hyperborea",-6.55033515,52.13507934
